"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2010,"07","出口","吨","万美元","大米",0,"合计",399693.7,27097.3,507231.5,34990.5,-21.2,-22.6,11
2010,"07","出口","吨","万美元","大米",1,"韩国",157505,11427.6,163421,13687.5,-3.6,-16.5,11
2010,"07","出口","吨","万美元","大米",2,"日本",46930.6,4757.1,63107.4,5985.8,-25.6,-20.5,11
2010,"07","出口","吨","万美元","大米",3,"香港",27999.5,1955,24392.7,1500.4,14.8,30.3,11
2010,"07","进口","吨","万美元","大米",0,"合计",205097.8,13746.7,143868.8,9367,42.6,46.8,15
2010,"07","进口","吨","万美元","大米",1,"泰国",171116.6,12485.6,141391.8,9271.5,21,34.7,15
2010,"07","进口","吨","万美元","大米",2,"越南",30080.3,1118.1,1013.5,29.9,2868,3640.2,15
2010,"07","进口","吨","万美元","大米",3,"老挝",2876.1,89,965.5,32.5,197.9,173.6,15
2010,"07","出口","吨","万美元","小麦",0,"合计",1.2,0.2,8200.1,218.5,-100,-99.9,13
2010,"07","出口","吨","万美元","小麦",1,"斯里兰卡",1.2,0.2,NA,NA,NA,NA,13
2010,"07","出口","吨","万美元","小麦",1,"印度尼西亚",20458.5,8197.2,15609.5,6384.8,31.1,28.4,13
2010,"07","进口","吨","万美元","小麦",0,"合计",1022917,26096.4,509457.1,11538.2,100.8,126.2,16
2010,"07","进口","吨","万美元","小麦",1,"澳大利亚",705613.8,17750.5,212683,4882.8,231.8,263.5,16
2010,"07","进口","吨","万美元","小麦",2,"加拿大",168159,4669.4,36870.7,912,356.1,412,16
2010,"07","进口","吨","万美元","小麦",15,NA,NA,NA,NA,NA,NA,NA,16
2010,"07","出口","吨","万美元","玉米",0,"合计",92592.4,2361,70333.5,1709.6,31.6,38.1,13
2010,"07","出口","吨","万美元","玉米",1,"朝鲜",52968.1,1380.5,60333.6,1444.7,-12.2,-4.4,13
2010,"07","出口","吨","万美元","玉米",2,"日本",27487.9,662.1,3154.4,92.5,771.4,615.9,13
2010,"07","出口","吨","万美元","玉米",3,"韩国",11046.7,271.2,460,14.1,2301.5,1821.8,13
2010,"07","进口","吨","万美元","玉米",0,"合计",282362.9,7207.7,4949.5,529.6,5604.8,1261,17
2010,"07","进口","吨","万美元","玉米",1,"美国",261675.8,6412.3,4737.1,322,5423.9,1891.6,17
2010,"07","进口","吨","万美元","玉米",2,"德国",97.4,269.4,44.3,103.2,120,161.2,17
2010,"07","进口","吨","万美元","玉米",3,"泰国",8700.2,184.9,NA,NA,NA,NA,17
2010,"07","进口","吨","万美元","大豆",0,"合计",30757871.8,1350228.6,26473491,1116722,16.2,20.9,15
2010,"07","进口","吨","万美元","大豆",1,"美国",13845753.4,627637.4,12544259.6,505566.6,10.4,24.1,15
2010,"07","进口","吨","万美元","大豆",2,"巴西",12074784.8,518253.8,10424702.6,460132.4,15.8,12.6,15
2010,"07","进口","吨","万美元","大豆",3,"阿根廷",4542313.4,191865.1,2929711.3,126095.7,55,52.2,15
2010,"07","出口","吨","万美元","豆粕",0,"合计",788569.8,32681.4,726217.4,32058.3,8.6,1.9,11
