"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2015,"02","出口","吨；","万美元","大米",0,"合计",34431.6,3289.9,24182.4,2043.3,42.4,61,8
2015,"02","出口","吨；","万美元","大米",1,"日本",24000,2196,40,6.8,59915,32202.2,8
2015,"02","出口","吨；","万美元","大米",2,"香港",3621.5,315.3,1683.7,147.3,115.1,114,8
2015,"02","出口","吨；","万美元","大米",3,"韩国",2152,187.3,17700,1365.7,-87.8,-86.3,8
2015,"02","进口","吨；","万美元","大米",0,"合计",193714.5,10725.1,339011.3,17506.6,-42.9,-38.7,12
2015,"02","进口","吨；","万美元","大米",1,"泰国",74698.8,4872.3,104924.6,7338.3,-28.8,-33.6,12
2015,"02","进口","吨；","万美元","大米",2,"越南",48821.2,2110.4,90051.8,4175.5,-45.8,-49.5,12
2015,"02","进口","吨；","万美元","大米",3,"巴基斯坦",45993.8,2010.4,134088,5066,-65.7,-60.3,12
2015,"02","出口","吨；","万美元","小麦",0,"合计",1318,35.2,NA,NA,NA,NA,10
2015,"02","出口","吨；","万美元","小麦",1,"美国",1318,35.2,NA,NA,NA,NA,10
2015,"02","出口","吨；","万美元","小麦",1,"印度尼西亚",2793.7,1585.4,6087.3,2534.8,-54.1,-37.5,10
2015,"02","进口","吨；","万美元","小麦",0,"合计",213040.1,7265.4,1295613.4,41737.1,-83.6,-82.6,14
2015,"02","进口","吨；","万美元","小麦",1,"澳大利亚",139367.8,4589.7,559817,17875.6,-75.1,-74.3,14
2015,"02","进口","吨；","万美元","小麦",2,"加拿大",61395.6,2176.9,124660.8,4368.3,-50.7,-50.2,14
2015,"02","进口","吨；","万美元","小麦",3,"俄罗斯联邦",4058.4,167,2608.9,113.7,55.6,46.9,14
2015,"02","出口","吨；","万美元","玉米",0,"合计",211.4,41.6,14.2,1.6,1387,2555.9,10
2015,"02","出口","吨；","万美元","玉米",1,"越南",68,27.7,NA,NA,NA,NA,10
2015,"02","出口","吨；","万美元","玉米",2,NA,NA,NA,NA,NA,NA,NA,10
2015,"02","出口","吨；","万美元","玉米",15,"6.1",NA,NA,NA,NA,NA,NA,10
2015,"02","进口","吨；","万美元","玉米",0,"合计",1063682.8,28109.1,1093621.6,30050.8,-2.7,-6.5,14
2015,"02","进口","吨；","万美元","玉米",1,"乌克兰",925246.3,24389.9,192943.9,4956,379.5,392.1,14
2015,"02","进口","吨；","万美元","玉米",2,"保加利亚",96028.5,2434.2,3409.1,95.6,2716.8,2445.5,14
2015,"02","进口","吨；","万美元","玉米",3,"美国",34188.7,1044.3,815579.1,22631.2,-95.8,-95.4,14
2015,"02","进口","吨；","万美元","大豆",0,"合计",531217.9,613632.9,3.9,-13.4,NA,NA,12
2015,"02","进口","吨；","万美元","大豆",5,"7",NA,NA,NA,NA,NA,NA,12
2015,"02","进口","吨；","万美元","大豆",10651543,"10045987.",NA,NA,NA,NA,NA,NA,12
2015,"02","进口","吨；","万美元","大豆",1,"美国",508992.2,574947.7,6,-11.5,NA,NA,12
2015,"02","出口","吨；","万美元","豆粕",0,"合计",279000.6,13943.7,230361.3,13292.5,21.1,4.9,8
2015,"02","出口","吨；","万美元","豆粕",1,"日本",207091.1,9692.4,146671.2,8101.2,41.2,19.6,8
2015,"02","出口","吨；","万美元","豆粕",2,"越南",27717.6,1439.1,24047.8,1370.3,15.3,5,8
2015,"02","出口","吨；","万美元","豆粕",3,"美国",9790.8,728.3,3726,298.7,162.8,143.8,8
2015,"02","进口","吨；","万美元","豆粕",0,"合计",17161.7,1173.1,4763,358.6,260.3,227.2,12
2015,"02","进口","吨；","万美元","豆粕",1,"印度",15683.7,1022.7,4065,290.9,285.8,251.6,12
2015,"02","进口","吨；","万美元","豆粕",2,"丹麦",1400,142.6,675,65.4,107.4,118.2,12
2015,"02","进口","吨；","万美元","豆粕",3,"台湾省",78,7.8,23,2.3,239.1,239.1,12
2015,"02","出口","吨；","万美元","猪肉",0,"合计",13385.4,6093.4,11988.1,5848.4,11.7,4.2,11
2015,"02","出口","吨；","万美元","猪肉",1,"香港",11082.5,5107.6,9944.4,4806.7,11.4,6.3,11
2015,"02","出口","吨；","万美元","猪肉",2,"吉尔吉斯斯坦",866,383.8,997,482,-13.1,-20.4,11
2015,"02","出口","吨；","万美元","猪肉",3,"澳门",586.4,261.7,698.9,335.5,-16.1,-22,11
2015,"02","进口","吨；","万美元","猪肉",0,"合计及其副产品",216532.9,39267.5,203823.2,37219.8,6.2,5.5,14
2015,"02","进口","吨；","万美元","猪肉",1,"美国",48786.6,10718.3,52338.6,10506.4,-6.8,2,14
2015,"02","进口","吨；","万美元","猪肉",2,"德国",45139.7,7607.4,16477.9,2834.6,173.9,168.4,14
2015,"02","进口","吨；","万美元","猪肉",3,"丹麦",30432.5,4995.3,34550.7,6052.3,-11.9,-17.5,14
2015,"02","出口","吨；","万美元","植物油",0,"合计",31678.1,4858.2,20609,4121.3,53.7,17.9,10
2015,"02","出口","吨；","万美元","植物油",1,"香港",12057.3,1488.6,4394.3,867.3,174.4,71.6,10
2015,"02","出口","吨；","万美元","植物油",2,"朝鲜",11882.8,1435.9,12235.7,1738.3,-2.9,-17.4,10
2015,"02","出口","吨；","万美元","植物油",3,"马来西亚",3745.4,403.6,325.5,75.6,1050.7,433.9,10
2015,"02","进口","吨；","万美元","菜籽油",0,"合计",97010.3,8629.1,151102.7,16878,-35.8,-48.9,12
2015,"02","进口","吨；","万美元","菜籽油",1,"加拿大",62635.1,5522.7,139608.1,15719,-55.1,-64.9,12
2015,"02","进口","吨；","万美元","菜籽油",2,"澳大利亚",10125.7,905.3,4927.9,482.4,105.5,87.6,12
2015,"02","进口","吨；","万美元","菜籽油",3,NA,NA,NA,NA,NA,NA,NA,12
2015,"02","进口","吨；","万美元","豆油",0,"合计",45783,4021.5,233726.1,22881.2,-80.4,-82.4,12
2015,"02","进口","吨；","万美元","豆油",1,"巴西",42988.1,3752.9,104931.4,10203.5,-59,-63.2,12
2015,"02","进口","吨；","万美元","豆油",2,"俄罗斯联邦",1774.8,175.8,NA,NA,NA,NA,12
2015,"02","进口","吨；","万美元","豆油",3,"乌克兰",1001.8,88.4,NA,NA,NA,NA,12
2015,"02","出口","吨；","万美元","棉花",0,"合计",1049.5,224.7,848.8,267.7,23.6,-16.1,9
2015,"02","出口","吨；","万美元","棉花",1,"朝鲜",494.4,114.8,541.5,157.2,-8.7,-26.9,9
2015,"02","出口","吨；","万美元","棉花",2,"越南",555.1,109.9,212.3,90.6,161.4,21.2,9
2015,"02","进口","吨；","万美元","棉花",0,"合计",320325.3,54010.8,538542,107583.8,-40.5,-49.8,13
2015,"02","进口","吨；","万美元","棉花",1,"美国",81446.9,15408.2,118580,27679,-31.3,-44.3,13
2015,"02","进口","吨；","万美元","棉花",2,"印度",98468.8,15390.7,331433,61599.9,-70.3,-75,13
2015,"02","进口","吨；","万美元","棉花",3,"乌兹别克斯坦",68472.2,11483.9,40868.3,8269.4,67.5,38.9,13
2015,"02","进口","吨；","万美元","羊毛",0,"合计",45899.3,33678.5,45985.2,38064.1,-0.2,-11.5,14
2015,"02","进口","吨；","万美元","羊毛",1,"澳大利亚",23539.4,20969.9,25064.1,25195,-6.1,-16.8,14
2015,"02","进口","吨；","万美元","羊毛",2,"南非",4344.1,3852.4,4358.9,4479.5,-0.3,-14,14
2015,"02","进口","吨；","万美元","羊毛",3,"新西兰",4707.6,2890.8,4385.6,2532.3,7.3,14.2,14
