"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2018,"12","出口","吨；","万美元","大米",0,"合计",2088823.1,88711.4,1196780.6,59677.4,74.5,48.7,8
2018,"12","出口","吨；","万美元","大米",1,"科特迪瓦",450380,14231.6,309200,9667.4,45.7,47.2,8
2018,"12","出口","吨；","万美元","大米",2,"韩国",173426,12107,167270,12023.2,3.7,0.7,8
2018,"12","出口","吨；","万美元","大米",3,"日本",73239.9,6145.6,15363.8,1273.9,376.7,382.4,8
2018,"12","进口","吨；","万美元","大米",0,"合计",1780386.8,96102.1,4025575.7,186000.4,-55.8,-48.3,12
2018,"12","进口","吨；","万美元","大米",1,"越南",993982.3,52205.3,2264697.4,102172.2,-56.1,-48.9,12
2018,"12","进口","吨；","万美元","大米",2,"泰国",518275.6,29847.3,1148663.9,57602.4,-54.9,-48.2,12
2018,"12","进口","吨；","万美元","大米",3,"巴基斯坦",167895.4,7264.8,272778.4,9364.2,-38.4,-22.4,12
2018,"12","出口","吨；","万美元","小麦",0,"合计",7341.5,314.6,9969,411.5,-26.4,-23.6,10
2018,"12","出口","吨；","万美元","小麦",1,"埃塞俄比亚",7341.4,314.6,9968.5,411.4,-26.4,-23.5,10
2018,"12","出口","吨；","万美元","小麦",2,"乌兹别克斯坦",0.1,0,0.1,0,-4,-4,10
2018,"12","出口","吨；","万美元","小麦",3,"墨西哥",0,0,NA,NA,NA,NA,10
2018,"12","进口","吨；","万美元","小麦",0,"合计",3092532,85640.9,4413616.8,108038.7,-29.9,-20.7,14
2018,"12","进口","吨；","万美元","小麦",1,"加拿大",1378410.9,41718.1,523729.2,15817.2,163.2,163.8,14
2018,"12","进口","吨；","万美元","小麦",2,"澳大利亚",495884.8,13677.7,1901249.8,42306.3,-73.9,-67.7,14
2018,"12","进口","吨；","万美元","小麦",3,"美国",361418.7,11293.6,1549128.4,38929,-76.7,-71,14
2018,"12","出口","吨；","万美元","玉米",0,"合计",12017.8,583.7,85132.1,2190.6,-85.9,-73.4,10
2018,"12","出口","吨；","万美元","玉米",1,"越南",545.3,235,471.8,193.1,15.6,21.7,10
2018,"12","出口","吨；","万美元","玉米",2,"加拿大",5196.7,152.8,2467.2,67.3,110.6,127.1,10
2018,"12","出口","吨；","万美元","玉米",3,"朝鲜",4344.4,113.7,50777.9,1123.6,-91.4,-89.9,10
2018,"12","进口","吨；","万美元","玉米",0,"合计",3498474,78324.1,2810924.3,60007.9,24.5,30.5,14
2018,"12","进口","吨；","万美元","玉米",1,"乌克兰",2905179.2,63459.5,1806175,36642.6,60.8,73.2,14
2018,"12","进口","吨；","万美元","玉米",2,"美国",311248.7,6856,755942.8,15980.3,-58.8,-57.1,14
2018,"12","进口","吨；","万美元","玉米",3,"老挝",139258.8,4063.2,150553.4,4513.5,-7.5,-10,14
2018,"12","进口","吨；","万美元","大豆",0,"合计",3806002.7,3962459.9,-7.8,-3.9,NA,NA,12
2018,"12","进口","吨；","万美元","大豆",6,"1",NA,NA,NA,NA,NA,NA,12
