"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2019,"10","出口","吨；","万美元","大米",0,"合计",2404031.9,90356.2,1564265.9,64770.6,53.7,39.5,8
2019,"10","出口","吨；","万美元","大米",1,"埃及",446000,13247.7,122768,3676.5,263.3,260.3,8
2019,"10","出口","吨；","万美元","大米",2,"科特迪瓦",308702.5,8468.4,357700,11355.9,-13.7,-25.4,8
2019,"10","出口","吨；","万美元","大米",3,"朝鲜",144783,6965.6,26275,1563.2,451,345.6,8
2019,"10","进口","吨；","万美元","大米",0,"合计",NA,1780386.8,96102.1,NA,NA,NA,12
2019,"10","进口","吨；","万美元","大米",1,"俄罗斯联邦",945508.8,147801.8,884024.8,140642.4,7,5.1,12
2019,"10","进口","吨；","万美元","大米",2,"美国",233280.6,53498.4,251552.3,59600.8,-7.3,-10.2,12
2019,"10","出口","吨；","万美元","小麦",0,"合计",8520,364.1,7341.5,314.6,16.1,15.7,10
2019,"10","出口","吨；","万美元","小麦",1,"埃塞俄比亚",7408,316.2,7341.4,314.6,0.9,0.5,10
2019,"10","出口","吨；","万美元","小麦",2,"黎巴嫩",1067,46.3,NA,NA,NA,NA,10
2019,"10","出口","吨；","万美元","小麦",3,"哈萨克斯坦",45,1.6,NA,NA,NA,NA,10
2019,"10","进口","吨；","万美元","小麦",0,"合计",2536342.8,73847.3,2719809.1,75256.4,-6.7,-1.9,14
2019,"10","进口","吨；","万美元","小麦",1,"加拿大",1503168.3,45308,1147642.7,34821.3,31,30.1,14
2019,"10","进口","吨；","万美元","小麦",2,"哈萨克斯坦",361986.1,8308.1,463542,8374.2,-21.9,-0.8,14
2019,"10","进口","吨；","万美元","小麦",3,"法国",249302.3,6768.8,784.7,54.7,31672.2,12271.9,14
2019,"10","出口","吨；","万美元","玉米",0,"合计",15563.9,464.3,9831,354.9,58.3,30.8,10
2019,"10","出口","吨；","万美元","玉米",1,"朝鲜",13623.4,379,3319.5,90.3,310.4,319.6,10
2019,"10","出口","吨；","万美元","玉米",2,"加拿大",1100,35.3,4515.7,133.5,-75.6,-73.6,10
2019,"10","出口","吨；","万美元","玉米",3,"安哥拉",150.6,23.5,193,24.1,-22,-2.4,10
2019,"10","进口","吨；","万美元","玉米",0,"合计",3958595.4,86985,2962976.8,65638.7,33.6,32.5,14
2019,"10","进口","吨；","万美元","玉米",1,"乌克兰",3513530.9,75879,2496412.8,54481.3,40.7,39.3,14
2019,"10","进口","吨；","万美元","玉米",2,"美国",257286.4,5994.2,302781.2,6507.1,-15,-7.9,14
2019,"10","进口","吨；","万美元","玉米",3,"缅甸",97231.9,2651,56092.3,1501.9,73.3,76.5,14
2019,"10","进口","吨；","万美元","大豆",0,"合计",2815796.4,3317312.3,-8.1,-15.1,NA,NA,12
2019,"10","进口","吨；","万美元","大豆",7,"6",NA,NA,NA,NA,NA,NA,12
2019,"10","进口","吨；","万美元","大豆",48984116,"56626764.",NA,NA,NA,NA,NA,NA,12
2019,"10","进口","吨；","万美元","大豆",1,"巴西",1941557.2,2463655,-13.5,-21.2,NA,NA,12
2019,"10","出口","吨；","万美元","豆粕",0,"合计",822221.4,36467.5,1070534.7,51331.4,-23.2,-29,8
2019,"10","出口","吨；","万美元","豆粕",1,"日本",514799.5,19201.9,638748.5,27970.5,-19.4,-31.3,8
2019,"10","出口","吨；","万美元","豆粕",2,"丹麦",59515.6,3466.7,61035.3,3604.6,-2.5,-3.8,8
2019,"10","出口","吨；","万美元","豆粕",3,"委内瑞拉",54055,2897.5,NA,NA,NA,NA,8
2019,"10","进口","吨；","万美元","豆粕",0,"合计",7623.4,586.7,18667.9,1142.3,-59.2,-48.6,12
2019,"10","进口","吨；","万美元","豆粕",1,"丹麦",7225,563.4,5900,479.8,22.5,17.4,12
2019,"10","进口","吨；","万美元","豆粕",2,"印度",328.5,15.2,198.2,10.3,65.8,47.9,12
2019,"10","进口","吨；","万美元","豆粕",3,"美国",69.9,8.1,10003.5,475.2,-99.3,-98.3,12
2019,"10","出口","吨；","万美元","猪肉",0,"合计",23537.4,11755.6,35530,16610.7,-33.8,-29.2,11
2019,"10","出口","吨；","万美元","猪肉",1,"香港",21252.6,10596.7,30290.8,14024.7,-29.8,-24.4,11
2019,"10","出口","吨；","万美元","猪肉",2,"澳门",2284.8,1158.8,2821.1,1341.2,-19,-13.6,11
2019,"10","进口","吨；","万美元","猪肉",0,"合计及其副产品",2347906.6,461800.3,1819362.7,305827.4,29.1,51,14
2019,"10","进口","吨；","万美元","猪肉",1,"西班牙",398872.2,84048.1,281633,48367.2,41.6,73.8,14
2019,"10","进口","吨；","万美元","猪肉",2,"德国",386963.2,72709.2,297687,49985.6,30,45.5,14
2019,"10","进口","吨；","万美元","猪肉",3,"美国",305980.8,52726.8,250865.7,45209.3,22,16.6,14
2019,"10","出口","吨；","万美元","植物油",0,"合计",227977.1,29911.5,255644.4,33333.4,-10.8,-10.3,10
2019,"10","出口","吨；","万美元","植物油",1,"朝鲜",107109,10987.1,116159.8,11991.9,-7.8,-8.4,10
2019,"10","出口","吨；","万美元","植物油",2,"香港",61507.4,5988.7,64807.2,6923,-5.1,-13.5,10
2019,"10","出口","吨；","万美元","植物油",3,"日本",6745.9,2078.7,4951.6,1493.3,36.2,39.2,10
2019,"10","进口","吨；","万美元","菜籽油",0,"合计",1293219.7,106556.6,1019898.8,85358.8,26.8,24.8,12
2019,"10","进口","吨；","万美元","菜籽油",1,"加拿大",792057.8,64883.5,920849,76619.7,-14,-15.3,12
2019,"10","进口","吨；","万美元","菜籽油",2,NA,NA,NA,NA,NA,NA,NA,12
2019,"10","进口","吨；","万美元","菜籽油",144506.9,"11410.6",2891.8,241.8,4897.1,4619.5,NA,NA,12
2019,"10","进口","吨；","万美元","豆油",0,"合计",704678.2,50435.7,438530.7,35353.6,60.7,42.7,12
2019,"10","进口","吨；","万美元","豆油",1,"阿根廷",259699.6,18885.1,10379.6,873.9,2402,2061.1,12
2019,"10","进口","吨；","万美元","豆油",2,"巴西",209240,14567.5,190840,15347.9,9.6,-5.1,12
2019,"10","进口","吨；","万美元","豆油",3,"俄罗斯联邦",139665.9,9937,153498.9,12099.8,-9,-17.9,12
2019,"10","出口","吨；","万美元","棉花",0,"合计",41727.2,7372.2,40914.4,8086.5,2,-8.8,9
