"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2018,"08","出口","吨；","万美元","大米",0,"合计",1202395.9,51007.2,718418.7,35028.2,67.4,45.6,8
2018,"08","出口","吨；","万美元","大米",1,"科特迪瓦",291698,9177.1,208122,6510.1,40.2,41,8
2018,"08","出口","吨；","万美元","大米",2,"韩国",123426,8345.8,120040,8871.9,2.8,-5.9,8
2018,"08","出口","吨；","万美元","大米",3,"土耳其",119025,4106.2,42350,1430.8,181.1,187,8
2018,"08","进口","吨；","万美元","大米",0,"合计",1780386.8,96102.1,2682485.8,122478.7,-33.6,-21.5,12
2018,"08","进口","吨；","万美元","大米",1,"越南",993982.3,52205.3,1510159.9,68582.6,-34.2,-23.9,12
2018,"08","进口","吨；","万美元","大米",2,"泰国",518275.6,29847.3,844470.4,40824.4,-38.6,-26.9,12
2018,"08","进口","吨；","万美元","大米",3,"巴基斯坦",167895.4,7264.8,155898.1,5040.3,7.7,44.1,12
2018,"08","出口","吨；","万美元","小麦",0,"合计",7341.4,314.6,0.2,0,982874.4,NA,10
2018,"08","出口","吨；","万美元","小麦",6,NA,NA,NA,NA,NA,NA,NA,10
2018,"08","出口","吨；","万美元","小麦",1,"埃塞俄比亚",7341.4,314.6,NA,NA,NA,NA,10
2018,"08","出口","吨；","万美元","小麦",2,"墨西哥",0,0,NA,NA,NA,NA,10
2018,"08","进口","吨；","万美元","小麦",0,"合计",2216324.5,61799.8,3175423.4,73979.7,-30.2,-16.5,14
2018,"08","进口","吨；","万美元","小麦",1,"加拿大",794127.4,24573.5,238631.4,6627.4,232.8,270.8,14
2018,"08","进口","吨；","万美元","小麦",2,"澳大利亚",476032.7,12988,1494466.4,31829.5,-68.1,-59.2,14
2018,"08","进口","吨；","万美元","小麦",3,"美国",361358.3,11288.8,1185290.9,29974.7,-69.5,-62.3,14
2018,"08","出口","吨；","万美元","玉米",0,"合计",8259,272,73689.4,1692,-88.8,-83.9,10
2018,"08","出口","吨；","万美元","玉米",1,"加拿大",3470.7,104.9,1192.5,31.7,191,230.7,10
2018,"08","出口","吨；","万美元","玉米",2,"朝鲜",3289.5,89.6,48858.2,1082.2,-93.3,-91.7,10
2018,"08","出口","吨；","万美元","玉米",3,"安哥拉",193,24.1,3.9,0.5,4848.7,4317.6,10
2018,"08","进口","吨；","万美元","玉米",0,"合计",2841958.9,62190.4,2010858,41857,41.3,48.6,14
2018,"08","进口","吨；","万美元","玉米",1,"乌克兰",2487777,54243.4,1418557.4,28845.2,75.4,88.1,14
2018,"08","进口","吨；","万美元","玉米",2,"美国",301181.3,6397.5,527431.5,11022,-42.9,-42,14
2018,"08","进口","吨；","万美元","玉米",3,"老挝",21931.8,665.8,36412.4,1067.5,-39.8,-37.6,14
2018,"08","进口","吨；","万美元","大豆",0,"合计",2675229.9,2633527.5,-2.1,1.6,NA,NA,12
2018,"08","进口","吨；","万美元","大豆",1,"7",NA,NA,NA,NA,NA,NA,12
2018,"08","进口","吨；","万美元","大豆",42505545,"36911625.",NA,NA,NA,NA,NA,NA,12
2018,"08","进口","吨；","万美元","大豆",1,"巴西",1854840.5,1513986.5,15.2,22.5,NA,NA,12
2018,"08","出口","吨；","万美元","豆粕",0,"合计",823330.2,39909.6,705491.2,31064.6,16.7,28.5,8
2018,"08","出口","吨；","万美元","豆粕",1,"日本",484529.7,21344.8,465336,17667.1,4.1,20.8,8
2018,"08","出口","吨；","万美元","豆粕",2,"荷兰",70874.8,4017.5,62272,3622.4,13.8,10.9,8
2018,"08","出口","吨；","万美元","豆粕",3,"丹麦",47987.1,2846.6,35398.7,2126.4,35.6,33.9,8
2018,"08","进口","吨；","万美元","豆粕",0,"合计",11686.2,783,51861.5,2893.1,-77.5,-72.9,12
2018,"08","进口","吨；","万美元","豆粕",1,"丹麦",4400,367.6,7000,584.2,-37.1,-37.1,12
2018,"08","进口","吨；","万美元","豆粕",2,"美国",4573.8,230.9,NA,NA,NA,NA,12
2018,"08","进口","吨；","万美元","豆粕",3,"韩国",2498.8,172.6,3620,226.6,-31,-23.8,12
2018,"08","出口","吨；","万美元","猪肉",0,"合计",28032.5,13052,35819.1,18416.7,-21.7,-29.1,11
2018,"08","出口","吨；","万美元","猪肉",1,"香港",24042.3,11162.5,32680.5,16738.2,-26.4,-33.3,11
2018,"08","出口","吨；","万美元","猪肉",2,"澳门",2180.1,1045.2,2044.9,1042.3,6.6,0.3,11
2018,"08","出口","吨；","万美元","猪肉",3,"新加坡",404.5,450.7,357.3,431.7,13.2,4.4,11
2018,"08","进口","吨；","万美元","猪肉",0,"合计及其副产品",1499465.9,256617.9,1611801.3,280346.2,-7,-8.5,14
2018,"08","进口","吨；","万美元","猪肉",1,"美国",235380.6,42705.3,343745.2,64493.8,-31.5,-33.8,14
2018,"08","进口","吨；","万美元","猪肉",2,"德国",245076.4,42147.5,213050.7,35080.8,15,20.1,14
2018,"08","进口","吨；","万美元","猪肉",3,"西班牙",229568.4,39837.7,252732,44763.8,-9.2,-11,14
2018,"08","出口","吨；","万美元","植物油",0,"合计",206015.9,26797.7,124280.4,18738.5,65.8,43,10
2018,"08","出口","吨；","万美元","植物油",1,"朝鲜",89714.4,9318.6,64789.1,7154.7,38.5,30.2,10
2018,"08","出口","吨；","万美元","植物油",2,"香港",50037.3,5313,30301.7,3697.9,65.1,43.7,10
2018,"08","出口","吨；","万美元","植物油",3,"马来西亚",28543.3,2328.8,2619.6,419.1,989.6,455.7,10
2018,"08","进口","吨；","万美元","菜籽油",0,"合计",832911.7,69657.5,582774.3,47994.9,42.9,45.1,12
2018,"08","进口","吨；","万美元","菜籽油",1,"加拿大",758061.5,63020.5,539382.3,43879.6,40.5,43.6,12
2018,"08","进口","吨；","万美元","菜籽油",2,"俄罗斯联邦",43180.9,3546.3,6260.5,533.4,589.7,564.8,12
2018,"08","进口","吨；","万美元","菜籽油",3,"哈萨克斯坦",16697.4,1325.7,3492.4,268.3,378.1,394.1,12
2018,"08","进口","吨；","万美元","豆油",0,"合计",293487.5,24010.8,511717,41815.8,-42.6,-42.6,12
2018,"08","进口","吨；","万美元","豆油",1,"俄罗斯联邦",118625.9,9497.2,67361.7,5648.9,76.1,68.1,12
2018,"08","进口","吨；","万美元","豆油",2,"巴西",101600,8282.2,298300,23655.3,-65.9,-65,12
2018,"08","进口","吨；","万美元","豆油",3,"乌克兰",49272.2,4134.1,35684.5,3105.5,38.1,33.1,12
2018,"08","出口","吨；","万美元","棉花",0,"合计",29386.2,5850.4,10644.4,2119.5,176.1,176,9
2018,"08","出口","吨；","万美元","棉花",1,"印度尼西亚",11310.4,2229,1472.2,281.3,668.3,692.4,9
2018,"08","出口","吨；","万美元","棉花",2,"越南",10765.2,2173.7,6976.6,1359,54.3,60,9
2018,"08","出口","吨；","万美元","棉花",3,"日本",2795.5,535.3,29.2,7.3,9464.3,7216.2,9
2018,"08","进口","吨；","万美元","棉花",0,"合计",979399.1,194879.9,812483.3,153149.5,20.5,27.2,13
2018,"08","进口","吨；","万美元","棉花",1,"美国",458479.7,92188.6,407950.5,78598.7,12.4,17.3,13
2018,"08","进口","吨；","万美元","棉花",2,"澳大利亚",202660.7,42291.6,147097.7,28066.8,37.8,50.7,13
2018,"08","进口","吨；","万美元","棉花",3,"印度",131926.1,24365.2,91289.1,15763.3,44.5,54.6,13
2018,"08","进口","吨；","万美元","羊毛",0,"合计",268733.4,230560,223012.3,178855.8,20.5,28.9,14
2018,"08","进口","吨；","万美元","羊毛",1,"澳大利亚",124599.5,163690.6,123794.5,132103,0.7,23.9,14
2018,"08","进口","吨；","万美元","羊毛",2,"南非",15038.5,19736.6,13827.9,13932.5,8.8,41.7,14
2018,"08","进口","吨；","万美元","羊毛",3,"新西兰",37088.3,13967.8,24487.1,9684.7,51.5,44.2,14
