"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2010,"08","出口","吨","万美元","大米",0,"合计",418962.8,28383.9,534076,36482.4,-21.6,-22.2,11
2010,"08","出口","吨","万美元","大米",1,"韩国",164677,12056,163421,13687.5,0.8,-11.9,11
2010,"08","出口","吨","万美元","大米",2,"日本",46990.6,4763.5,65343.3,6189.1,-28.1,-23,11
2010,"08","出口","吨","万美元","大米",3,"香港",30754.7,2150.2,27942.2,1723.7,10.1,24.7,11
2010,"08","进口","吨","万美元","大米",0,"合计",220071.5,14639.9,158925.4,10096.1,38.5,45,15
2010,"08","进口","吨","万美元","大米",1,"泰国",178365.3,13082,156001.8,9984.1,14.3,31,15
2010,"08","进口","吨","万美元","大米",2,"越南",37766.4,1392,1460,46.4,2486.7,2900.2,15
2010,"08","进口","吨","万美元","大米",3,"老挝",2876.1,89,965.5,32.5,197.9,173.6,15
2010,"08","出口","吨","万美元","小麦",0,"合计",1.2,0.2,8400.1,226.3,-100,-99.9,13
2010,"08","出口","吨","万美元","小麦",1,"斯里兰卡",1.2,0.2,NA,NA,NA,NA,13
2010,"08","出口","吨","万美元","小麦",1,"印度尼西亚",24133.4,9548.8,19479.5,8076.2,23.9,18.2,13
2010,"08","进口","吨","万美元","小麦",0,"合计",1113138.2,28375,517893,11788.9,114.9,140.7,16
2010,"08","进口","吨","万美元","小麦",1,"澳大利亚",729488.5,18370.7,219642.4,5068,232.1,262.5,16
2010,"08","进口","吨","万美元","小麦",2,"加拿大",225909,6144.2,36870.7,912,512.7,573.7,16
2010,"08","进口","吨","万美元","小麦",15,NA,NA,NA,NA,NA,NA,NA,16
2010,"08","出口","吨","万美元","玉米",0,"合计",101639.9,2615.1,82195.3,2021.4,23.7,29.4,13
2010,"08","出口","吨","万美元","玉米",1,"朝鲜",62015.6,1634.7,60333.6,1444.7,2.8,13.1,13
2010,"08","出口","吨","万美元","玉米",2,"日本",27487.9,662.1,6163.9,169.3,345.9,291,13
2010,"08","出口","吨","万美元","玉米",3,"韩国",11046.7,271.2,800,24.5,1280.8,1008.3,13
2010,"08","进口","吨","万美元","玉米",0,"合计",714554.4,16939.7,7530.1,603.8,9389.3,2705.7,17
2010,"08","进口","吨","万美元","玉米",1,"美国",690801.2,16085.1,5105,348.7,13432,4512.5,17
2010,"08","进口","吨","万美元","玉米",2,"德国",97.5,269.5,44.3,103.2,120.1,161.2,17
2010,"08","进口","吨","万美元","玉米",3,"老挝",11126.2,225.4,1990.9,40.8,458.8,452.4,17
2010,"08","进口","吨","万美元","大豆",0,"合计",35525206.3,1556002.1,29604913.2,1271931.2,20,22.3,15
2010,"08","进口","吨","万美元","大豆",1,"美国",14081423.5,637588.2,13258457.9,541228.7,6.2,17.8,15
2010,"08","进口","吨","万美元","大豆",2,"巴西",14546868.2,626984.9,12601936.4,568099.9,15.4,10.4,15
2010,"08","进口","吨","万美元","大豆",3,"阿根廷",6272205.8,265065.5,3092058,133648.8,102.8,98.3,15
2010,"08","出口","吨","万美元","豆粕",0,"合计",866375.3,35768.1,801651.2,35584.8,8.1,0.5,11
2010,"08","出口","吨","万美元","豆粕",1,"日本",690445.7,28017.2,469568,20190.1,47,38.8,11
2010,"08","出口","吨","万美元","豆粕",2,"韩国",65218.6,2324,56495.7,1998.2,15.4,16.3,11
2010,"08","出口","吨","万美元","豆粕",3,"越南",43335.8,1889.6,143012.4,6351.4,-69.7,-70.2,11
2010,"08","进口","吨","万美元","豆粕",0,"合计",44511.1,2136.3,101216.4,3348.1,-56,-36.2,15
2010,"08","进口","吨","万美元","豆粕",1,"印度",39951.1,1769.1,100391.4,3289.5,-60.2,-46.2,15
2010,"08","进口","吨","万美元","豆粕",2,"丹麦",2400,196.4,NA,NA,NA,NA,15
2010,"08","进口","吨","万美元","豆粕",3,"台湾省",2060,162.5,720,50,186.1,224.7,15
2010,"08","出口","吨","万美元","猪肉",0,"合计",68945.8,20121.5,58263.6,17754,18.3,13.3,14
2010,"08","出口","吨","万美元","猪肉",1,"香港",52372.2,15333.2,47839,14554.2,9.5,5.4,14
2010,"08","出口","吨","万美元","猪肉",2,"吉尔吉斯斯坦",6906.2,2074.5,5238.6,1639.1,31.8,26.6,14
2010,"08","出口","吨","万美元","猪肉",3,"澳门",2803.3,824.7,2422.4,703.4,15.7,17.2,14
2010,"08","出口","吨","万美元","植物油",0,"合计",75319.2,11911.3,65351.3,9843.4,15.3,21,13
2010,"08","出口","吨","万美元","植物油",1,"香港",18779,2836.7,17366.3,3176.7,8.1,-10.7,13
2010,"08","出口","吨","万美元","植物油",2,"朝鲜",15659,1795.2,11531,1203.8,35.8,49.1,13
2010,"08","出口","吨","万美元","植物油",3,"日本",8433.6,1292.2,7567.6,1060.8,11.4,21.8,13
2010,"08","进口","吨","万美元","菜籽油",0,"合计",590390.4,53828.6,334607.4,26532.2,76.4,102.9,15
2010,"08","进口","吨","万美元","菜籽油",1,"加拿大",560468,51073.1,314023.8,24868.6,78.5,105.4,15
2010,"08","进口","吨","万美元","菜籽油",2,"阿拉伯联合酋长",27672.3,2514,17401,1369.6,59,83.6,15
2010,"08","进口","吨","万美元","豆油",0,"合计",595191.6,52795.4,1444951.7,105509.8,-58.8,-50,15
2010,"08","进口","吨","万美元","豆油",1,"巴西",415073.9,36789.8,257734,18995.5,61,93.7,15
2010,"08","进口","吨","万美元","豆油",2,"阿根廷",154948.8,13687.3,1133787.3,82463.5,-86.3,-83.4,15
2010,"08","进口","吨","万美元","豆油",3,"美国",23535.9,2130,51033.2,3851.6,-53.9,-44.7,15
2010,"08","出口","吨","万美元","棉花",0,"合计",4871.9,698.6,7815.3,1704.7,-37.7,-59,12
2010,"08","出口","吨","万美元","棉花",1,"朝鲜",2689.3,264.4,3080,773.1,-12.7,-65.8,12
2010,"08","出口","吨","万美元","棉花",2,"韩国",852.4,167.9,1022.4,198.9,-16.6,-15.6,12
2010,"08","出口","吨","万美元","棉花",3,"泰国",392.3,75.2,917.4,207.9,-57.2,-63.8,12
2010,"08","进口","吨","万美元","棉花",0,"合计",1952019.1,351341.9,976692.3,126809.8,99.9,177.1,16
2010,"08","进口","吨","万美元","棉花",1,"美国",719445.1,135542,500060.6,65143.8,43.9,108.1,16
2010,"08","进口","吨","万美元","棉花",2,"印度",594076,100308.5,112858.9,14451.5,426.4,594.1,16
2010,"08","进口","吨","万美元","棉花",3,"乌兹别克斯坦",234918.8,39855.7,128107.2,15786.6,83.4,152.5,16
2010,"08","进口","吨","万美元","羊毛",0,"合计",225598,136375.9,208634,88723.8,8.1,53.7,17
2010,"08","进口","吨","万美元","羊毛",1,"澳大利亚",124126.5,96922.3,123820,64644.4,0.2,49.9,17
2010,"08","进口","吨","万美元","羊毛",2,"新西兰",36645.2,12605.8,33381.8,9186.2,9.8,37.2,17
2010,"08","进口","吨","万美元","羊毛",3,"南非",11419.2,8596.5,10474.9,4852.6,9,77.2,17
