"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2013,"06","出口","吨","万美元","大米",0,"合计",278774.7,24102,197975.1,18709.9,40.8,28.8,8
2013,"06","出口","吨","万美元","大米",1,"韩国",198116,15934.2,97911,7663.1,102.3,107.9,8
2013,"06","出口","吨","万美元","大米",2,"日本",31099.1,3144.1,39144.8,4077.6,-20.6,-22.9,8
2013,"06","出口","吨","万美元","大米",3,"巴基斯坦",3768.3,1510.5,7214.3,2492.6,-47.8,-39.4,8
2013,"06","进口","吨","万美元","大米",0,"合计",1324188,62223.4,1186684.2,58014.3,11.6,7.3,12
2013,"06","进口","吨","万美元","大米",1,"越南",850961.9,35595.8,809575.6,36076.6,5.1,-1.3,12
2013,"06","进口","吨","万美元","大米",2,"巴基斯坦",326502.4,13829.3,281304.3,13336,16.1,3.7,12
2013,"06","进口","吨","万美元","大米",3,"泰国",126270.1,11226.3,81717.2,7858.4,54.5,42.9,12
2013,"06","出口","吨","万美元","小麦",0,"合计",240,9.6,NA,NA,NA,NA,10
2013,"06","出口","吨","万美元","小麦",1,"美国",240,9.6,NA,NA,NA,NA,10
2013,"06","出口","吨","万美元","小麦",1,"印度尼西亚",20336.3,8175.4,36279.1,13407.6,-43.9,-39,10
2013,"06","进口","吨","万美元","小麦",0,"合计",1387336.1,52120.8,2189507.7,64004.4,-36.6,-18.6,14
2013,"06","进口","吨","万美元","小麦",1,"加拿大",581763.2,23041.3,228360,9009.3,154.8,155.7,14
2013,"06","进口","吨","万美元","小麦",2,"澳大利亚",445256.5,15550.9,1571102.4,42480.5,-71.7,-63.4,14
2013,"06","进口","吨","万美元","小麦",3,"美国",341509.9,12725.9,235883.6,8912.4,44.8,42.8,14
2013,"06","出口","吨","万美元","玉米",0,"合计",17677,663.8,232636.5,9200.6,-92.4,-92.8,10
2013,"06","出口","吨","万美元","玉米",1,"朝鲜",17654.8,656.4,232483,9168.2,-92.4,-92.8,10
