"Year","Month","ID","X1","X2","X3","X4","X5","X6","X7"
"2015","02",1,"总值",103660847,226274503,66613687,152537780,15.3,-19.9
"2015","02",2,"第一类 活动物；动物产品",802464,1832876,655432,1679266,17.7,-26.3
"2015","02",3,"01章 活动物",29104,34077,19437,94078,-10.3,152.8
"2015","02",4,"02章 肉及食用杂碎",46089,97060,212892,551688,2.4,-1.2
"2015","02",5,"03章 鱼、甲壳动物、软体动物及其他水生无脊椎动物",598670,1434616,236754,546638,26.7,-3.2
"2015","02",6,"04章 乳品；蛋品；天然蜂蜜；其他食用动物产品",29904,58867,168891,446523,12.1,-58.4
"2015","02",7,"05章 其他动物产品",98696,208255,17458,40338,-13,-9.1
"2015","02",8,"第二类 植物产品",899376,2112819,2494977,5938366,10.7,-2.9
"2015","02",9,"06章 活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶",13765,28685,6168,13796,-48.6,43.3
"2015","02",10,"07章 食用蔬菜、根及块茎",365649,835114,162222,293972,18.3,-7.5
"2015","02",11,"08章 食用水果及坚果；甜瓜或柑桔属水果的果皮",159466,420932,395054,870208,-1.6,47.6
"2015","02",12,"09章 咖啡、茶、马黛茶及调味香料",110701,235258,10876,27091,10.4,-8.2
"2015","02",13,"10章 谷物",12340,27509,413217,840626,48.3,25.9
"2015","02",14,"11章 制粉工业产品；麦芽；淀粉；菊粉；面筋",27738,60788,34608,88440,10.4,-16.9
"2015","02",15,"12章 含油子仁及果实；杂项子仁及果实；工业用或药用植物；稻草、秸秆及饲料",145267,360957,1455534,3764876,18.2,-13.4
"2015","02",16,"13章 虫胶；树胶、树脂及其他植物液、汁",58820,131508,8875,21161,11.5,-16
"2015","02",17,"14章 编结用植物材料；其他植物产品",5630,12068,8424,18196,37.2,-13.4
"2015","02",18,"第三类  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",32423,68382,226804,646431,23.1,-41.8
"2015","02",19,"15章 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",32423,68382,226804,646431,23.1,-41.8
"2015","02",20,"第四类  食品；饮料、酒及醋；烟草、烟草及烟草代用品的制品",1171349,2614375,455061,1333182,9.3,-17.2
"2015","02",21,"16章 肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品",350054,795954,12373,27584,12.1,47.4
"2015","02",22,"17章 糖及糖食",65381,145584,37282,145205,18.8,-1.3
"2015","02",23,"18章 可可及可可制品",20378,54235,22972,74923,20,26.9
"2015","02",24,"19章 谷物、粮食粉、淀粉或乳的制品；糕饼点心",66590,156115,103826,282932,15.7,17.1
"2015","02",25,"20章 蔬菜、水果、坚果或植物其他部分的制品",324643,742452,24119,68441,3.5,9
"2015","02",26,"21章 杂项食品",118484,256075,44573,111772,9.9,-12.9
"2015","02",27,"22章 饮料、酒及醋",62626,118347,105590,303977,19.4,11
