"Year","Month","ID","X1","X2","X3","X4","X5","X6","X7"
"2015","03",1,"总值",88683476,314929299,86867275,239396793,4.9,-17.3
"2015","03",2,"第一类 活动物；动物产品",625738,2458777,882414,2561842,2.5,-27.7
"2015","03",3,"01章 活动物",27381,61458,19821,113886,-6.3,88.4
"2015","03",4,"02章 肉及食用杂碎",52066,149127,322246,873966,0.9,-0.2
"2015","03",5,"03章 鱼、甲壳动物、软体动物及其他水生无脊椎动物",451928,1886735,335939,882667,9.2,-4
"2015","03",6,"04章 乳品；蛋品；天然蜂蜜；其他食用动物产品",26706,85573,174729,621298,8.4,-61.6
"2015","03",7,"05章 其他动物产品",67657,275884,29679,70025,-27.2,1.2
"2015","03",8,"第二类 植物产品",872455,2985221,2508336,8441944,2.7,-4.7
"2015","03",9,"06章 活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶",16918,45603,10456,24251,-36.7,47.8
"2015","03",10,"07章 食用蔬菜、根及块茎",374868,1209882,195781,489753,9.4,-7.2
"2015","03",11,"08章 食用水果及坚果；甜瓜或柑桔属水果的果皮",123954,544872,309975,1181169,-9.3,42.5
"2015","03",12,"09章 咖啡、茶、马黛茶及调味香料",98932,334291,14569,41645,-3.4,-11
"2015","03",13,"10章 谷物",9146,36655,393235,1233812,22.2,26.2
"2015","03",14,"11章 制粉工业产品；麦芽；淀粉；菊粉；面筋",26488,87273,58906,147382,-2.3,-9.4
"2015","03",15,"12章 含油子仁及果实；杂项子仁及果实；工业用或药用植物；稻草、秸秆及饲料",158148,519105,1499624,5258779,11.4,-15.6
"2015","03",16,"13章 虫胶；树胶、树脂及其他植物液、汁",58159,189630,12826,33988,4.4,-4.5
"2015","03",17,"14章 编结用植物材料；其他植物产品",5842,17910,12965,31164,17.5,-1
"2015","03",18,"第三类  动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",26750,95099,319285,965709,6.3,-39.3
"2015","03",19,"15章 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",26750,95099,319285,965709,6.3,-39.3
"2015","03",20,"第四类  食品；饮料、酒及醋；烟草、烟草及烟草代用品的制品",1157216,3771605,924643,2257440,-0.3,-16.2
