"Year","Month","ID","X1","X2","X3","X4","X5","X6","X7"
"2015","10",1,"总值",122624470,1145404828,83300059,846257860,-2,-15.2
"2015","10",2,"第一类 活动物；动物产品",914975,8546194,876965,8801040,-7.1,-17.5
"2015","10",3,"01章 活动物",35424,272016,15235,281112,0.8,-31.1
"2015","10",4,"02章 肉及食用杂碎",52568,540946,382114,3347576,-5.8,11.4
"2015","10",5,"03章 鱼、甲壳动物、软体动物及其他水生无脊椎动物",706614,6500542,338516,3221160,-5.1,-4.1
"2015","10",6,"04章 乳品；蛋品；天然蜂蜜；其他食用动物产品",32545,307051,121315,1710750,4.5,-53.1
"2015","10",7,"05章 其他动物产品",87824,925639,19785,240443,-24,-3
"2015","10",8,"第二类 植物产品",1390292,10665041,2413705,30752008,5.7,-1.2
"2015","10",9,"06章 活树及其他活植物；鳞茎、根及类似品；插花及装饰用簇叶",14235,147535,11953,114793,-32.7,16.9
"2015","10",10,"07章 食用蔬菜、根及块茎",483497,4463799,87292,1414290,10,5.6
"2015","10",11,"08章 食用水果及坚果；甜瓜或柑桔属水果的果皮",498476,2256051,184098,3239972,17.3,24.9
"2015","10",12,"09章 咖啡、茶、马黛茶及调味香料",137264,1258754,21505,193406,0.2,11.9
"2015","10",13,"10章 谷物",18350,154165,427799,5012383,-3.2,63.7
"2015","10",14,"11章 制粉工业产品；麦芽；淀粉；菊粉；面筋",31502,292033,34979,482462,-7.3,1
"2015","10",15,"12章 含油子仁及果实；杂项子仁及果实；工业用或药用植物；稻草、秸秆及饲料",133660,1385704,1626785,20075794,-4.1,-13.4
"2015","10",16,"13章 虫胶；树胶、树脂及其他植物液、汁",65891,643058,10175,117434,-3,0
"2015","10",17,"14章 编结用植物材料；其他植物产品",7418,63943,9117,101473,21,-0.2
"2015","10",18,"第三类 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",38252,336900,326750,3999626,3.9,-15.8
"2015","10",19,"15章 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",38252,336900,326750,3999626,3.9,-15.8
"2015","10",20,"第四类 食品；饮料、酒及醋；烟草、烟草及烟草代用品的制品",1434333,13951589,993242,10057466,-4.5,14.5
"2015","10",21,"16章 肉、鱼、甲壳动物、软体动物及其他水生无脊椎动物的制品",415321,4008509,11596,127518,-10.1,2.7
"2015","10",22,"17章 糖及糖食",83728,783598,91111,1085043,2.2,20.2
"2015","10",23,"18章 可可及可可制品",26929,213120,69586,417095,-3.7,1
"2015","10",24,"19章 谷物、粮食粉、淀粉或乳的制品；糕饼点心",79689,771832,191797,1820671,-2.6,32
"2015","10",25,"20章 蔬菜、水果、坚果或植物其他部分的制品",394092,3708868,46628,438383,-3.4,9.5
"2015","10",26,"21章 杂项食品",165819,1477136,110862,835275,8.2,20.8
"2015","10",27,"22章 饮料、酒及醋",80811,946347,199796,2120895,13.4,33.6
"2015","10",28,"23章 食品工业的残渣及废料；配制的动物饲料",126734,1386791,231138,2307476,-19.8,2.7
"2015","10",29,"24章 烟草、烟草及烟草代用品的制品",61210,655388,40728,905109,8.5,-12.6
"2015","10",30,"第五类 矿产品",1518180,15879504,13706025,154860959,-19.4,-35.2
"2015","10",31,"25章 盐；硫磺；泥土及石料；石膏料、石灰及水泥",167442,1782806,242946,2839878,-6.9,-13.8
"2015","10",32,"26章 矿砂、矿渣及矿灰",9693,122398,4656199,48346825,-32.8,-31.8
"2015","10",33,"27章 矿物燃料、矿物油及其蒸馏产品；沥青物质；矿物蜡",1341045,13974300,8806881,103674257,-20.6,-37.1
"2015","10",34,"第六类 化学工业及其相关工业的产品",5192379,54451689,5365370,57925273,-1.3,-10.3
"2015","10",35,"28章 无机化学品；贵金属、稀土金属、放射性元素及其同位素的有机及无机化合物",650650,6941327,508873,5049403,-9.3,-0.4
"2015","10",36,"29章 有机化学品",2064906,22011220,2111160,25063986,-4.9,-19.8
"2015","10",37,"30章 药品",348333,3534563,967191,9483080,6.6,5.2
"2015","10",38,"31章 肥料",484863,5364584,249098,1891552,33.5,11.6
"2015","10",39,"32章 鞣料浸膏及染料浸膏；鞣酸及其衍生物；染料、颜料及其他色料；油漆及清漆；油灰及其他类似胶粘剂；墨水、油墨",309429,3242153,182723,2103430,-6.2,-8
"2015","10",40,"33章 精油及香膏；芳香料制品及化妆盥洗品",251903,2398453,235522,2232673,14.2,30.7
"2015","10",41,"34章 肥皂、有机表面活性剂、洗涤剂、润滑剂、人造蜡、调制蜡、光洁剂、蜡烛及类似品、塑型用膏、“牙科用蜡”及牙科用熟石膏制剂",171013,1664897,184302,1952001,-3.6,-3.6
"2015","10",42,"35章 蛋白类物质；改性淀粉；胶；酶",134565,1349237,156214,1530334,0,-7.3
"2015","10",43,"36章 炸药；烟火制品；火柴；引火合金；易燃材料制品",76557,485912,5162,74082,-3,-0.9
"2015","10",44,"37章 照相及电影用品",60295,603990,111559,1133941,-0.2,-1.3
"2015","10",45,"38章 杂项化学产品",639865,6855353,653567,7410792,-5.8,-14.4
"2015","10",46,"第七类 塑料及其制品；橡胶及其制品",4419402,43816733,3798047,41103633,-4.5,-13.5
"2015","10",47,"39章 塑料及其制品",3421059,33335524,3150701,33882813,-1.2,-12.2
"2015","10",48,"40章 橡胶及其制品",998344,10481209,647347,7220820,-13.6,-18.8
"2015","10",49,"第八类 生皮、皮革、毛皮及其制品；鞍具及挽具；旅行用品、手提包及类似品；动物肠线（蚕胶丝除外）制品",1838463,17880125,495801,5853531,0.6,-2.2
"2015","10",50,"41章 生皮（毛皮除外）及皮革",38748,346469,320881,3930088,22.2,-7
"2015","10",51,"42章 皮革制品；鞍具及挽具；旅行用品、手提包及类似容器；动物肠线（蚕胶丝除外）制品",1596013,15804377,106680,1055575,2.9,1.4
"2015","10",52,"43章 毛皮、人造毛皮及其制品",203702,1729279,68240,867868,-18.4,20.9
"2015","10",53,"第九类 木及木制品；木炭；软木及软木制品；稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品",828822,8160269,807927,9690582,0,-18.2
"2015","10",54,"44章 木及木制品；木炭",738528,7315969,806396,9662725,0.4,-18.3
"2015","10",55,"45章 软木及软木制品",1001,11444,889,21375,15.9,3.7
"2015","10",56,"46章 稻草、秸秆、针茅或其他编结材料制品；篮筐及柳条编结品",89293,832856,642,6482,-3.3,19.8
"2015","10",57,"第十类 木浆及其他纤维状纤维素浆；纸及纸板的废碎品；纸、纸板及其制品",1276938,11586194,1266205,12151892,5,0.6
